Source_IP,Destination_IP,Port,Request_Type,Protocol,Payload_Size,User_Agent,Status,Intrusion,Scan_Type
192.168.111.5,191.113.171.147,443,Telnet,TCP,1797,Wget/1.20.3,Success,0,Normal
192.168.169.130,167.214.52.14,21,SSH,TCP,973,Wget/1.20.3,Success,0,Normal
192.168.36.105,152.196.241.181,53,HTTP,TCP,865,Wget/1.20.3,Success,0,Normal
192.168.111.254,43.224.89.240,21,Telnet,UDP,1062,Mozilla/5.0,Success,0,Normal
192.168.75.116,170.199.202.249,443,SMTP,ICMP,2858,Nikto/2.1.6,Success,0,Normal
192.168.247.115,2.195.141.212,21,HTTPS,ICMP,527,python-requests/2.25.1,Failure,0,Normal
192.168.164.115,12.82.242.63,25,Telnet,UDP,2726,curl/7.68.0,Success,0,Normal
192.168.119.87,71.56.238.208,25,DNS,TCP,1870,nmap/7.80,Success,0,Normal
192.168.7.182,151.31.218.182,80,HTTPS,ICMP,423,python-requests/2.25.1,Success,0,Normal
216.181.134.4,145.167.56.68,31337,Telnet,UDP,3600,curl/7.68.0,Failure,1,BotAttack
192.168.121.201,200.135.209.119,80,SMTP,TCP,1301,nmap/7.80,Success,0,Normal
192.168.103.46,199.196.221.85,25,HTTP,ICMP,982,Wget/1.20.3,Success,0,Normal
192.168.120.112,221.50.236.135,53,HTTP,UDP,2492,Wget/1.20.3,Success,0,Normal
192.168.101.171,99.224.33.67,443,HTTP,ICMP,836,Nikto/2.1.6,Success,0,Normal
192.168.27.79,16.179.104.126,21,FTP,ICMP,2443,Nikto/2.1.6,Success,0,Normal
161.77.134.239,223.202.10.102,23,SMTP,UDP,4932,Mozilla/5.0,Failure,1,BotAttack
192.168.145.101,159.238.68.109,443,Telnet,UDP,1906,curl/7.68.0,Success,0,Normal
192.168.121.79,214.221.58.234,21,HTTPS,ICMP,1020,Nikto/2.1.6,Success,0,Normal
192.168.6.1,2.148.108.250,25,SSH,TCP,2502,Nikto/2.1.6,Success,0,Normal
192.168.39.26,197.96.88.169,21,SSH,TCP,353,Nikto/2.1.6,Success,0,Normal
192.168.150.14,133.230.79.48,25,HTTPS,UDP,224,Wget/1.20.3,Success,0,Normal
154.113.2.100,43.57.167.126,6667,DNS,TCP,3945,python-requests/2.25.1,Failure,1,BotAttack
192.168.65.146,171.105.195.26,80,Telnet,ICMP,1637,Wget/1.20.3,Success,0,Normal
192.168.55.78,183.244.227.2,22,FTP,ICMP,792,Nikto/2.1.6,Success,0,Normal
192.168.183.28,56.14.100.61,443,HTTPS,UDP,505,python-requests/2.25.1,Success,0,Normal
192.168.164.66,84.63.76.189,443,Telnet,UDP,379,nmap/7.80,Success,0,Normal
201.232.85.16,151.216.149.241,8080,HTTP,TCP,34,Wget/1.20.3,Failure,1,PortScan
192.168.115.77,146.21.149.209,25,SMTP,ICMP,2861,Mozilla/5.0,Success,0,Normal
33.5.52.172,6.227.28.141,8080,FTP,ICMP,1162,python-requests/2.25.1,Failure,1,BotAttack
192.168.150.235,133.238.56.5,22,HTTPS,ICMP,2528,Mozilla/5.0,Success,0,Normal
192.168.164.73,223.80.233.246,21,HTTPS,TCP,2582,curl/7.68.0,Success,0,Normal
192.168.115.216,212.156.236.216,53,HTTPS,ICMP,1936,nmap/7.80,Success,0,Normal
205.176.120.255,13.232.5.162,8080,HTTPS,ICMP,54,curl/7.68.0,Failure,1,PortScan
192.168.106.226,172.246.20.169,25,DNS,TCP,1392,Nikto/2.1.6,Success,0,Normal
192.168.250.149,203.59.204.224,25,SMTP,TCP,1856,Mozilla/5.0,Success,0,Normal
178.20.222.2,128.161.211.72,6667,FTP,UDP,156,Mozilla/5.0,Failure,1,PortScan
192.168.107.11,219.245.176.27,22,DNS,UDP,1949,nmap/7.80,Success,0,Normal
192.168.0.116,118.174.41.13,21,FTP,TCP,2875,Wget/1.20.3,Success,0,Normal
192.168.30.47,106.56.57.30,21,HTTP,UDP,2621,python-requests/2.25.1,Success,0,Normal
192.168.14.42,215.7.158.209,443,FTP,UDP,1255,python-requests/2.25.1,Success,0,Normal
192.168.26.100,130.195.183.159,53,FTP,ICMP,495,Mozilla/5.0,Success,0,Normal
33.5.52.172,133.203.99.150,135,SSH,UDP,2836,python-requests/2.25.1,Success,1,BotAttack
192.168.120.184,5.135.92.194,22,SSH,UDP,1826,Mozilla/5.0,Success,0,Normal
192.168.199.128,199.135.179.118,80,HTTP,ICMP,2163,curl/7.68.0,Success,0,Normal
192.168.67.70,159.37.76.80,443,FTP,ICMP,2116,Wget/1.20.3,Success,0,Normal
192.168.47.254,210.218.107.137,22,FTP,UDP,1385,Mozilla/5.0,Success,0,Normal
192.168.132.26,143.46.114.90,25,Telnet,ICMP,2111,python-requests/2.25.1,Success,0,Normal
192.168.153.171,174.171.155.13,21,Telnet,TCP,826,python-requests/2.25.1,Success,0,Normal
192.168.77.74,181.95.238.199,53,DNS,TCP,2085,Nikto/2.1.6,Success,0,Normal
192.168.243.132,210.205.2.165,80,Telnet,UDP,2813,curl/7.68.0,Failure,0,Normal
192.168.197.162,155.20.25.14,443,SMTP,TCP,258,curl/7.68.0,Success,0,Normal
192.168.155.57,111.2.0.166,21,HTTP,ICMP,2476,nmap/7.80,Success,0,Normal
192.168.216.8,215.225.17.99,21,HTTP,UDP,2822,python-requests/2.25.1,Success,0,Normal
192.168.115.114,193.141.236.33,443,HTTPS,TCP,2934,nmap/7.80,Failure,0,Normal
192.168.142.106,196.11.3.182,22,HTTP,UDP,1736,Wget/1.20.3,Success,0,Normal
192.168.86.142,203.35.143.140,443,SMTP,ICMP,2770,curl/7.68.0,Success,0,Normal
192.168.189.24,213.98.149.21,80,Telnet,ICMP,1299,curl/7.68.0,Success,0,Normal
192.168.105.224,133.185.151.33,53,FTP,TCP,260,Wget/1.20.3,Success,0,Normal
192.168.78.49,201.211.50.149,443,HTTPS,TCP,613,python-requests/2.25.1,Success,0,Normal
192.168.45.88,57.208.48.69,25,HTTPS,UDP,309,nmap/7.80,Success,0,Normal
192.168.69.89,27.90.200.183,80,FTP,UDP,2214,nmap/7.80,Success,0,Normal
192.168.116.252,223.162.151.59,25,SSH,TCP,2959,Mozilla/5.0,Success,0,Normal
192.168.35.75,188.52.125.53,53,DNS,ICMP,1667,Nikto/2.1.6,Success,0,Normal
192.168.232.151,153.122.94.113,443,HTTPS,TCP,2614,Wget/1.20.3,Success,0,Normal
192.168.206.63,27.245.228.180,21,HTTP,TCP,2201,curl/7.68.0,Success,0,Normal
192.168.38.73,154.94.157.108,53,SMTP,ICMP,542,Mozilla/5.0,Success,0,Normal
192.168.8.95,194.14.249.189,21,Telnet,UDP,2590,Mozilla/5.0,Success,0,Normal
192.168.250.214,176.177.114.59,22,SSH,ICMP,1315,Wget/1.20.3,Success,0,Normal
192.168.128.73,152.228.174.182,21,Telnet,ICMP,1969,python-requests/2.25.1,Success,0,Normal
192.168.195.162,133.193.120.65,22,HTTPS,ICMP,1568,Nikto/2.1.6,Failure,0,Normal
192.168.243.144,167.176.100.123,25,HTTP,ICMP,1617,Mozilla/5.0,Success,0,Normal
192.168.210.93,177.142.86.34,80,SMTP,TCP,1405,Mozilla/5.0,Success,0,Normal
192.168.62.15,179.32.119.204,25,HTTPS,ICMP,532,curl/7.68.0,Success,0,Normal
192.168.104.202,192.30.246.30,80,HTTP,UDP,505,nmap/7.80,Success,0,Normal
192.168.98.172,193.249.193.171,21,SSH,ICMP,2683,Wget/1.20.3,Success,0,Normal
192.168.242.82,138.24.128.82,21,Telnet,UDP,791,Wget/1.20.3,Success,0,Normal
192.168.96.52,223.72.250.187,25,FTP,UDP,2139,Mozilla/5.0,Success,0,Normal
192.168.62.102,183.31.167.54,80,HTTPS,ICMP,568,curl/7.68.0,Success,0,Normal
192.168.254.238,178.29.84.0,53,SMTP,UDP,2218,nmap/7.80,Success,0,Normal
192.168.227.18,59.38.30.241,80,SMTP,ICMP,1993,Mozilla/5.0,Success,0,Normal
192.168.51.168,137.102.174.227,443,SMTP,UDP,1506,Mozilla/5.0,Success,0,Normal
192.168.33.124,190.80.121.191,80,SMTP,TCP,1204,Wget/1.20.3,Success,0,Normal
192.168.252.192,190.157.81.164,53,SMTP,TCP,1503,Nikto/2.1.6,Success,0,Normal
192.168.69.201,78.142.70.255,443,HTTP,TCP,410,curl/7.68.0,Success,0,Normal
192.168.93.179,181.128.138.197,25,HTTP,ICMP,378,Wget/1.20.3,Success,0,Normal
192.168.160.15,167.183.125.254,53,DNS,TCP,2375,Wget/1.20.3,Success,0,Normal
192.168.118.60,38.140.238.171,25,DNS,UDP,854,python-requests/2.25.1,Success,0,Normal
192.168.81.16,221.123.255.67,53,Telnet,TCP,1384,Wget/1.20.3,Success,0,Normal
94.40.34.8,181.176.36.220,8080,DNS,UDP,68,Nikto/2.1.6,Failure,1,PortScan
192.168.6.174,69.255.183.195,80,SMTP,UDP,1688,Wget/1.20.3,Success,0,Normal
192.168.171.168,173.252.117.101,443,HTTPS,TCP,1457,python-requests/2.25.1,Success,0,Normal
192.168.141.197,94.233.3.166,443,FTP,ICMP,1324,Nikto/2.1.6,Success,0,Normal
192.168.244.186,44.88.192.244,53,DNS,TCP,2831,Nikto/2.1.6,Success,0,Normal
192.168.147.193,208.67.174.179,22,HTTPS,TCP,1603,Nikto/2.1.6,Success,0,Normal
192.168.0.1,100.132.115.199,53,HTTPS,UDP,829,Wget/1.20.3,Success,0,Normal
192.168.206.5,216.35.164.147,443,HTTPS,TCP,1065,Nikto/2.1.6,Success,0,Normal
192.168.2.217,65.176.95.107,443,DNS,TCP,1226,Nikto/2.1.6,Success,0,Normal
197.134.233.238,67.140.204.120,31337,Telnet,UDP,3055,Nikto/2.1.6,Failure,1,BotAttack
192.168.249.85,190.55.145.26,22,DNS,UDP,923,Nikto/2.1.6,Success,0,Normal
192.168.163.52,195.90.15.160,25,HTTP,UDP,348,python-requests/2.25.1,Success,0,Normal
192.168.208.6,117.2.201.215,443,SSH,TCP,581,python-requests/2.25.1,Success,0,Normal
192.168.1.118,120.84.76.200,25,SSH,TCP,914,nmap/7.80,Success,0,Normal
192.168.43.63,160.130.31.60,21,DNS,ICMP,2365,Nikto/2.1.6,Success,0,Normal
192.168.39.54,29.180.246.216,22,FTP,ICMP,2795,Wget/1.20.3,Success,0,Normal
192.168.173.81,205.85.50.225,80,SSH,UDP,1773,nmap/7.80,Success,0,Normal
192.168.25.125,153.70.42.7,25,SSH,UDP,2658,Mozilla/5.0,Success,0,Normal
192.168.218.41,207.104.165.86,22,SSH,TCP,1705,nmap/7.80,Success,0,Normal
192.168.142.231,35.182.228.246,25,HTTPS,UDP,2364,nmap/7.80,Success,0,Normal
192.168.241.176,197.80.182.14,25,SSH,TCP,2663,Mozilla/5.0,Success,0,Normal
192.168.101.40,194.33.106.146,53,SMTP,UDP,2372,curl/7.68.0,Success,0,Normal
192.168.230.150,222.103.227.89,53,HTTPS,TCP,1804,python-requests/2.25.1,Success,0,Normal
192.168.82.4,72.200.89.246,25,SMTP,TCP,1774,Mozilla/5.0,Success,0,Normal
192.168.212.203,103.179.254.182,22,DNS,UDP,1423,Wget/1.20.3,Success,0,Normal
192.168.213.114,179.207.247.30,22,HTTP,UDP,2143,nmap/7.80,Success,0,Normal
192.168.80.178,213.213.196.205,443,Telnet,ICMP,2832,curl/7.68.0,Failure,0,Normal
192.168.195.113,164.184.106.28,25,Telnet,ICMP,915,python-requests/2.25.1,Failure,0,Normal
192.168.226.250,147.172.166.123,21,SSH,ICMP,1942,python-requests/2.25.1,Success,0,Normal
192.168.167.133,194.197.218.85,80,SSH,TCP,1403,Mozilla/5.0,Success,0,Normal
216.181.134.4,222.114.232.184,23,HTTPS,TCP,582,python-requests/2.25.1,Failure,1,BotAttack
192.168.108.163,190.145.51.155,443,DNS,TCP,798,Wget/1.20.3,Success,0,Normal
192.168.128.136,201.43.133.125,22,HTTP,ICMP,324,Mozilla/5.0,Success,0,Normal
192.168.232.245,188.238.63.230,443,DNS,TCP,1833,python-requests/2.25.1,Success,0,Normal
192.168.143.99,97.41.87.14,22,HTTP,UDP,517,Mozilla/5.0,Success,0,Normal
192.168.31.125,223.85.29.72,53,Telnet,UDP,2805,nmap/7.80,Success,0,Normal
192.168.136.75,158.244.159.110,22,HTTPS,TCP,2959,curl/7.68.0,Success,0,Normal
192.168.174.221,210.174.190.195,21,HTTPS,UDP,1021,python-requests/2.25.1,Success,0,Normal
192.168.31.5,197.90.51.6,53,HTTPS,ICMP,1234,python-requests/2.25.1,Success,0,Normal
192.168.136.245,209.48.120.224,443,HTTPS,UDP,676,Wget/1.20.3,Success,0,Normal
192.168.19.91,223.78.187.25,21,SMTP,ICMP,1873,nmap/7.80,Success,0,Normal
192.168.161.4,197.224.4.211,443,HTTPS,UDP,470,Wget/1.20.3,Success,0,Normal
192.168.149.79,55.107.189.160,21,FTP,TCP,1792,Nikto/2.1.6,Success,0,Normal
192.168.70.2,199.63.120.197,25,HTTPS,ICMP,2148,Wget/1.20.3,Success,0,Normal
192.168.221.20,189.123.178.125,53,SSH,ICMP,2459,python-requests/2.25.1,Success,0,Normal
192.168.75.124,203.215.99.34,21,HTTP,TCP,1719,Mozilla/5.0,Success,0,Normal
192.168.96.224,37.25.212.201,80,FTP,ICMP,263,Wget/1.20.3,Success,0,Normal
192.168.34.151,207.155.248.199,80,SMTP,UDP,2476,nmap/7.80,Success,0,Normal
165.13.3.22,131.244.41.134,6667,DNS,ICMP,49,Wget/1.20.3,Failure,1,PortScan
192.168.238.101,207.221.133.133,80,HTTPS,UDP,1249,python-requests/2.25.1,Success,0,Normal
192.168.35.213,219.8.101.179,80,DNS,TCP,1105,nmap/7.80,Success,0,Normal
192.168.104.195,67.108.23.82,22,Telnet,ICMP,2007,Nikto/2.1.6,Success,0,Normal
192.168.16.213,121.142.22.83,22,FTP,ICMP,1934,curl/7.68.0,Success,0,Normal
192.168.135.143,9.140.31.119,22,FTP,TCP,2045,Mozilla/5.0,Success,0,Normal
192.168.237.130,39.51.202.242,25,Telnet,UDP,325,Mozilla/5.0,Success,0,Normal
192.168.48.251,153.165.153.72,21,HTTPS,UDP,1300,Nikto/2.1.6,Success,0,Normal
192.168.231.10,131.234.241.116,80,SSH,TCP,2840,python-requests/2.25.1,Success,0,Normal
192.168.26.147,148.247.149.201,443,SMTP,ICMP,1380,Nikto/2.1.6,Success,0,Normal
78.199.98.120,20.37.222.50,8080,DNS,ICMP,3448,curl/7.68.0,Failure,1,BotAttack
192.168.86.61,193.229.100.254,22,SMTP,UDP,1826,curl/7.68.0,Success,0,Normal
192.168.183.129,40.185.52.71,25,HTTPS,ICMP,2350,python-requests/2.25.1,Success,0,Normal
192.168.168.63,200.212.244.132,22,HTTP,UDP,717,nmap/7.80,Success,0,Normal
192.168.43.207,223.119.159.27,80,SSH,ICMP,294,nmap/7.80,Success,0,Normal
192.168.2.1,173.201.149.220,21,SMTP,ICMP,2417,Wget/1.20.3,Success,0,Normal
192.168.53.211,192.250.133.146,22,SSH,ICMP,1727,Nikto/2.1.6,Success,0,Normal
192.168.214.18,126.175.29.182,80,HTTPS,ICMP,2372,curl/7.68.0,Success,0,Normal
192.168.218.150,44.7.183.63,53,SSH,ICMP,1851,python-requests/2.25.1,Success,0,Normal
192.168.231.142,183.170.180.147,21,HTTPS,ICMP,1249,Nikto/2.1.6,Success,0,Normal
192.168.193.94,198.244.158.11,53,Telnet,ICMP,1230,Mozilla/5.0,Success,0,Normal
192.168.2.152,156.245.211.30,443,HTTPS,ICMP,2186,Mozilla/5.0,Success,0,Normal
192.168.241.79,164.226.240.27,53,SSH,ICMP,2192,Wget/1.20.3,Success,0,Normal
95.139.88.51,196.37.148.62,4444,SMTP,TCP,1020,curl/7.68.0,Success,1,BotAttack
192.168.216.110,201.55.106.68,80,DNS,TCP,2123,python-requests/2.25.1,Success,0,Normal
192.168.239.246,129.134.211.168,53,Telnet,TCP,1337,nmap/7.80,Success,0,Normal
192.168.147.59,201.53.121.152,80,HTTP,ICMP,2795,Wget/1.20.3,Success,0,Normal
192.168.164.103,217.232.243.16,80,HTTP,ICMP,1592,Wget/1.20.3,Success,0,Normal
192.168.238.98,131.71.239.31,25,HTTP,TCP,328,nmap/7.80,Success,0,Normal
192.168.5.213,202.49.178.62,80,SSH,ICMP,655,Wget/1.20.3,Success,0,Normal
192.168.10.126,51.22.57.136,21,Telnet,UDP,566,Wget/1.20.3,Success,0,Normal
192.168.151.154,195.122.69.218,22,DNS,UDP,1093,Nikto/2.1.6,Success,0,Normal
192.168.158.111,160.201.201.102,80,HTTPS,ICMP,1297,Nikto/2.1.6,Success,0,Normal
192.168.87.47,195.36.212.51,22,Telnet,TCP,2960,python-requests/2.25.1,Success,0,Normal
192.168.255.69,34.19.80.59,22,SSH,UDP,1514,Nikto/2.1.6,Success,0,Normal
192.168.194.125,152.178.64.144,25,SSH,ICMP,2836,nmap/7.80,Success,0,Normal
192.168.70.92,223.169.41.164,53,HTTPS,ICMP,1966,curl/7.68.0,Success,0,Normal
203.60.231.18,152.97.77.134,8080,Telnet,ICMP,67,Mozilla/5.0,Failure,1,PortScan
192.168.248.103,115.205.138.170,22,DNS,ICMP,1952,Mozilla/5.0,Success,0,Normal
192.168.191.86,222.169.43.241,25,Telnet,TCP,2662,Nikto/2.1.6,Success,0,Normal
192.168.232.135,192.21.247.148,53,Telnet,UDP,397,Mozilla/5.0,Success,0,Normal
192.168.137.24,170.34.203.186,22,SMTP,ICMP,1093,curl/7.68.0,Success,0,Normal
192.168.184.117,155.43.99.181,21,HTTPS,TCP,1887,Nikto/2.1.6,Success,0,Normal
192.168.120.163,170.48.253.51,443,SSH,UDP,1330,Mozilla/5.0,Success,0,Normal
192.168.173.24,150.126.43.74,21,SSH,UDP,2658,Nikto/2.1.6,Success,0,Normal
192.168.97.176,146.42.114.229,80,Telnet,TCP,2269,Wget/1.20.3,Success,0,Normal
192.168.4.5,101.80.215.240,25,SMTP,TCP,649,Mozilla/5.0,Success,0,Normal
192.168.120.67,31.207.83.220,25,SSH,TCP,2349,Mozilla/5.0,Success,0,Normal
192.168.45.211,179.204.25.74,25,HTTP,ICMP,2903,python-requests/2.25.1,Success,0,Normal
192.168.216.131,5.34.152.177,22,HTTP,UDP,938,python-requests/2.25.1,Failure,0,Normal
192.168.178.200,176.176.166.118,80,SMTP,TCP,1567,Wget/1.20.3,Success,0,Normal
192.168.187.209,143.130.129.241,25,DNS,TCP,757,python-requests/2.25.1,Success,0,Normal
192.168.96.169,100.180.15.7,80,Telnet,TCP,1374,nmap/7.80,Success,0,Normal
192.168.137.54,141.251.201.64,80,DNS,TCP,1415,Wget/1.20.3,Success,0,Normal
192.168.40.18,53.175.226.76,22,Telnet,TCP,2595,curl/7.68.0,Failure,0,Normal
165.13.3.22,200.90.166.179,8080,DNS,TCP,117,curl/7.68.0,Failure,1,PortScan
192.168.76.190,73.58.57.230,80,HTTPS,ICMP,779,Mozilla/5.0,Success,0,Normal
192.168.196.191,99.155.158.169,25,HTTPS,TCP,2173,Wget/1.20.3,Success,0,Normal
192.168.82.11,159.179.35.155,443,DNS,UDP,359,Wget/1.20.3,Success,0,Normal
192.168.71.168,21.83.179.130,25,DNS,TCP,1737,python-requests/2.25.1,Success,0,Normal
192.168.156.157,30.150.47.185,53,FTP,TCP,2612,nmap/7.80,Success,0,Normal
192.168.42.23,214.40.69.204,25,FTP,UDP,2419,Nikto/2.1.6,Success,0,Normal
192.168.220.12,48.155.149.51,22,SMTP,TCP,2219,Wget/1.20.3,Success,0,Normal
192.168.255.116,150.202.49.164,53,HTTPS,ICMP,2751,python-requests/2.25.1,Success,0,Normal
192.168.176.129,47.96.234.227,21,FTP,ICMP,979,curl/7.68.0,Success,0,Normal
192.168.253.25,143.12.160.19,443,HTTP,UDP,1767,python-requests/2.25.1,Success,0,Normal
192.168.6.245,200.222.145.107,53,HTTPS,TCP,993,Wget/1.20.3,Success,0,Normal
192.168.142.139,46.204.24.220,22,DNS,UDP,2039,Wget/1.20.3,Success,0,Normal
192.168.144.186,41.87.203.94,53,SMTP,UDP,2903,nmap/7.80,Success,0,Normal
192.168.156.44,144.1.47.19,443,SMTP,ICMP,1480,python-requests/2.25.1,Success,0,Normal
192.168.49.159,200.155.44.131,25,FTP,ICMP,2785,Nikto/2.1.6,Success,0,Normal
192.168.218.156,66.117.93.6,21,FTP,TCP,873,Mozilla/5.0,Success,0,Normal
192.168.177.176,141.228.62.19,443,SMTP,TCP,2044,python-requests/2.25.1,Success,0,Normal
192.168.22.20,179.163.186.27,25,SMTP,TCP,741,nmap/7.80,Success,0,Normal
192.168.160.82,108.43.204.19,25,FTP,UDP,1970,Nikto/2.1.6,Success,0,Normal
192.168.124.214,160.185.57.220,53,SMTP,ICMP,1909,python-requests/2.25.1,Success,0,Normal
192.168.110.48,74.175.242.208,443,HTTPS,UDP,2766,python-requests/2.25.1,Failure,0,Normal
192.168.144.69,182.158.113.124,21,SSH,ICMP,854,nmap/7.80,Success,0,Normal
192.168.46.80,212.144.82.227,21,SMTP,TCP,1821,python-requests/2.25.1,Success,0,Normal
192.168.175.8,125.253.35.44,80,SSH,UDP,2361,python-requests/2.25.1,Success,0,Normal
192.168.149.79,203.91.207.77,25,HTTPS,ICMP,1448,nmap/7.80,Success,0,Normal
192.168.70.112,67.215.215.200,53,SMTP,UDP,1654,curl/7.68.0,Success,0,Normal
192.168.58.238,207.212.137.102,22,FTP,TCP,924,Wget/1.20.3,Success,0,Normal
192.168.241.206,137.134.160.41,443,SSH,TCP,1610,nmap/7.80,Success,0,Normal
192.168.182.163,63.247.28.72,80,HTTPS,TCP,470,Mozilla/5.0,Success,0,Normal
192.168.45.208,149.238.101.242,443,Telnet,TCP,880,curl/7.68.0,Success,0,Normal
192.168.99.12,196.61.1.67,25,SMTP,UDP,2182,Mozilla/5.0,Success,0,Normal
192.168.175.153,110.154.179.69,53,SSH,UDP,1303,curl/7.68.0,Success,0,Normal
192.168.131.49,164.159.35.50,80,Telnet,TCP,2567,Nikto/2.1.6,Success,0,Normal
192.168.78.106,110.142.226.120,53,SSH,UDP,2538,Wget/1.20.3,Success,0,Normal
192.168.233.1,192.112.100.75,53,SMTP,UDP,1308,Wget/1.20.3,Success,0,Normal
192.168.199.30,194.30.75.47,53,HTTP,ICMP,2766,Wget/1.20.3,Success,0,Normal
95.139.88.51,112.97.89.135,6667,SSH,UDP,927,nmap/7.80,Failure,1,BotAttack
192.168.117.52,94.81.119.158,22,SMTP,TCP,838,nmap/7.80,Success,0,Normal
192.168.166.252,217.233.148.66,53,HTTP,UDP,1663,python-requests/2.25.1,Success,0,Normal
192.168.152.89,223.139.1.130,22,SMTP,ICMP,2303,nmap/7.80,Success,0,Normal
192.168.67.9,211.42.78.193,443,SSH,UDP,386,Nikto/2.1.6,Success,0,Normal
192.168.237.186,203.45.119.118,53,FTP,TCP,447,Mozilla/5.0,Success,0,Normal
192.168.54.63,60.143.230.189,80,HTTPS,TCP,830,python-requests/2.25.1,Success,0,Normal
192.168.118.101,174.207.157.52,443,HTTPS,ICMP,1300,Wget/1.20.3,Success,0,Normal
192.168.17.132,35.154.89.249,53,HTTPS,TCP,1841,python-requests/2.25.1,Success,0,Normal
192.168.63.197,197.236.203.178,53,SMTP,TCP,2770,Wget/1.20.3,Success,0,Normal
192.168.100.153,219.75.126.158,22,HTTP,TCP,1038,Mozilla/5.0,Success,0,Normal
192.168.255.46,216.140.134.75,21,SSH,UDP,1193,python-requests/2.25.1,Success,0,Normal
192.168.237.102,83.125.96.56,25,SSH,UDP,1982,nmap/7.80,Success,0,Normal
192.168.75.52,55.5.221.129,53,SMTP,TCP,2085,Mozilla/5.0,Success,0,Normal
161.77.134.239,195.102.216.174,6667,DNS,TCP,1059,python-requests/2.25.1,Failure,1,BotAttack
192.168.144.14,162.16.135.241,21,DNS,UDP,891,python-requests/2.25.1,Success,0,Normal
192.168.242.52,74.157.179.27,80,SMTP,TCP,1266,Wget/1.20.3,Success,0,Normal
192.168.77.4,139.254.32.72,80,SMTP,TCP,1958,nmap/7.80,Success,0,Normal
192.168.245.55,34.152.35.59,53,HTTPS,TCP,2794,Wget/1.20.3,Success,0,Normal
192.168.219.49,6.55.228.182,53,HTTP,ICMP,526,curl/7.68.0,Success,0,Normal
192.168.112.224,169.23.100.163,21,HTTP,UDP,949,curl/7.68.0,Failure,0,Normal
192.168.26.169,5.60.50.247,53,SMTP,UDP,311,Nikto/2.1.6,Success,0,Normal
192.168.127.73,51.65.73.28,25,HTTPS,UDP,1267,python-requests/2.25.1,Success,0,Normal
192.168.132.66,22.5.11.43,22,SSH,UDP,948,Wget/1.20.3,Success,0,Normal
192.168.0.213,198.10.28.22,25,HTTPS,TCP,2134,Nikto/2.1.6,Success,0,Normal
192.168.98.212,218.208.209.208,22,DNS,UDP,1969,Nikto/2.1.6,Success,0,Normal
192.168.50.243,92.153.43.182,22,Telnet,TCP,2905,curl/7.68.0,Success,0,Normal
192.168.217.199,25.99.47.111,22,Telnet,TCP,1579,python-requests/2.25.1,Success,0,Normal
192.168.36.140,103.101.181.57,80,FTP,TCP,2357,Mozilla/5.0,Success,0,Normal
192.168.29.202,193.53.144.218,53,Telnet,ICMP,1010,Mozilla/5.0,Success,0,Normal
192.168.77.242,138.145.104.188,22,DNS,TCP,873,curl/7.68.0,Success,0,Normal
192.168.142.51,145.26.223.170,21,HTTP,TCP,2973,nmap/7.80,Success,0,Normal
192.168.86.50,168.235.29.46,80,Telnet,ICMP,1638,Mozilla/5.0,Success,0,Normal
192.168.173.37,175.132.38.254,21,DNS,TCP,2871,Nikto/2.1.6,Success,0,Normal
78.199.98.120,23.242.209.1,31337,SSH,UDP,3127,python-requests/2.25.1,Failure,1,BotAttack
192.168.83.73,215.181.27.246,25,FTP,TCP,781,Wget/1.20.3,Success,0,Normal
192.168.74.65,190.226.111.194,22,SSH,UDP,813,python-requests/2.25.1,Success,0,Normal
192.168.1.67,204.42.126.71,80,Telnet,UDP,2961,Nikto/2.1.6,Success,0,Normal
197.134.233.238,132.115.211.28,31337,DNS,TCP,4165,python-requests/2.25.1,Failure,1,BotAttack
192.168.64.188,118.60.185.197,80,SMTP,TCP,2818,nmap/7.80,Success,0,Normal
192.168.84.170,201.86.215.89,25,FTP,TCP,1370,python-requests/2.25.1,Success,0,Normal
192.168.182.81,22.251.129.91,21,SSH,UDP,371,Nikto/2.1.6,Success,0,Normal
192.168.231.131,211.207.114.4,21,HTTPS,UDP,247,Mozilla/5.0,Success,0,Normal
192.168.134.239,211.223.113.242,443,SSH,TCP,1868,nmap/7.80,Success,0,Normal
192.168.32.47,104.180.20.131,80,SSH,TCP,2595,nmap/7.80,Success,0,Normal
192.168.48.154,87.93.104.190,22,HTTP,ICMP,1408,curl/7.68.0,Success,0,Normal
192.168.226.189,214.69.176.226,443,Telnet,UDP,301,Mozilla/5.0,Success,0,Normal
192.168.225.82,142.35.242.196,22,HTTPS,UDP,1199,nmap/7.80,Success,0,Normal
94.40.34.8,208.118.211.56,4444,HTTP,UDP,28,Wget/1.20.3,Failure,1,PortScan
192.168.145.38,152.18.13.75,80,Telnet,ICMP,2653,Nikto/2.1.6,Success,0,Normal
192.168.73.36,45.165.16.36,22,HTTPS,TCP,2886,Mozilla/5.0,Success,0,Normal
192.168.153.108,102.138.208.67,80,HTTP,UDP,638,curl/7.68.0,Success,0,Normal
192.168.137.51,129.3.65.96,22,SSH,ICMP,2686,curl/7.68.0,Success,0,Normal
197.134.233.238,172.88.35.132,8080,Telnet,TCP,1544,Wget/1.20.3,Failure,1,BotAttack
192.168.128.160,46.40.93.94,443,FTP,UDP,1411,nmap/7.80,Success,0,Normal
192.168.200.12,210.42.61.230,21,DNS,TCP,1554,Nikto/2.1.6,Failure,0,Normal
